The table shows the |V(S)| value for each algorithm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domains,Instance Name,Vertex,Edge,METIS_G,,,METIS_F,,,SPAC_G,,,SPAC_F,,,SHEEP_G,,,SHEEP_F,,,NE_G,,,NE_F,,,ParHS-BGEP,,
,,,,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s
misc,nemsemm2,55821,182012,59696,59696,59696,59614,59599,59599,57632,57632,57632,57609,57609,57609,58842,58842,58842,58768,58725,58725,74662,74662,74662,74662,74662,74662,57552,57549,57549
misc,nemspmm1,11265,55867,16438,16438,16438,16008,16008,16008,14255,14255,14255,14228,14228,14228,20241,20241,20241,20188,19792,19792,15558,15558,15558,15558,15558,15558,14079,14019,13980
misc,nemspmm2,11035,68225,16123,16123,16123,15693,15671,15671,14312,14312,14312,14247,14243,14243,20770,20770,20770,21187,20717,20675,16130,16130,16130,16130,16130,16130,14032,13946,13928
misc,nemswrld,35197,192283,45482,45482,45482,45322,45300,45299,41033,41033,41033,41018,41016,41016,61081,61081,61081,64422,59908,59592,44486,44486,44486,44486,44486,44486,40809,40651,40558
misc,neos,995024,1526794,1028092,1027792,1027792,1028259,1028238,1028237,1012459,1012459,1012459,1012505,1012505,1012505,1090107,1087678,1087678,1086949,1086949,1086946,1026316,1026316,1026316,1026316,1026316,1026316,1012524,1012303,1012159
misc,neos1,265054,599590,338049,338049,338049,335108,335105,335087,293695,293695,293695,293678,293678,293678,315090,315090,315090,315090,315090,315090,318163,318163,318163,318163,318163,318163,293673,293470,293454
misc,neos2,266696,685087,326910,326910,326910,323976,323965,323965,293660,293660,293660,293666,293666,293666,306008,306008,306008,306008,306008,306008,308705,308705,308705,308705,308705,308705,293619,293287,293243
misc,neos3,1031041,2055024,1311528,1302924,1302924,1374661,1305305,1305200,1103868,1103478,1103478,1103449,1103449,1103449,1262453,1262453,1262453,1262453,1262453,1262453,1243032,1243032,1243032,1243032,1243032,1243032,1103449,1103373,1103286
misc,net100,29920,1001640,125380,125250,125250,183904,149342,149080,62390,62390,62390,62230,61902,61609,179690,179690,179690,181407,181407,180344,181254,181254,181254,181253,181253,181253,61410,60298,60036
misc,net125,36720,1270240,194309,154192,154192,268639,182149,181989,77470,77470,77470,77449,77346,77333,214079,214079,214079,215340,215340,214677,212996,212996,212996,212996,212996,212996,76940,75349,74975
misc,net150,43520,1538840,337936,180795,180795,357240,213901,213716,93193,93193,93193,93043,92778,92621,287317,287317,287317,288131,288131,288131,234329,234329,234329,234329,234329,234329,92589,90403,90045
misc,net25,9520,195840,30649,30649,30649,36418,36403,36329,21075,21075,21075,20981,20981,20981,40113,40113,40113,40285,39569,39569,40599,40599,40599,40599,40578,40578,20226,20217,20217
misc,net4-1,88343,1176692,93706,93706,93706,94181,94181,94141,99668,99668,99668,99284,99282,99211,103577,103577,103577,104834,103993,103916,102328,102328,102328,102328,102328,102328,93671,93604,93604
misc,net50,16320,464440,81470,60779,60779,76869,76833,76815,33577,33577,33577,33493,33364,33364,98022,98022,98022,98700,98700,97854,73344,73344,73344,73344,73344,73344,33035,32636,32571
misc,net75,23120,733040,91027,90990,90990,119253,117558,117375,49141,49141,49141,48798,48629,48608,141934,141934,141934,142325,142293,142293,128900,128900,128900,128900,128900,128900,48546,47093,45871
misc,nl,22364,47035,26872,26872,26872,26825,26825,26825,26238,26238,26238,26217,26217,26217,29250,29250,29250,29267,29215,29215,27325,27325,27325,27293,27293,27293,26046,25933,25828
misc,nmos3,18588,184003,21940,21940,21940,22011,22007,22007,23864,23864,23864,23241,23226,23226,61510,61510,61510,66501,63057,63057,22324,22324,22324,22246,22246,22246,21811,21787,21784
misc,nopoly,10774,30034,11758,11758,11758,11746,11746,11746,11879,11879,11879,11871,11871,11871,15671,15671,15671,16135,16135,16135,11991,11991,11991,11991,11991,11991,11696,11695,11694
misc,nopss-11k,11197,21059,11667,11667,11667,11663,11663,11663,11657,11657,11657,11657,11657,11657,11922,11922,11922,11873,11873,11873,11878,11878,11878,11868,11868,11868,11612,11611,11611
misc,NotreDame-actors,511463,1470404,699233,693729,693729,713164,688180,688179,715763,704582,704582,705161,705082,705082,1162664,1148697,1128362,1159095,1138294,1132915,726575,726575,726575,726575,726575,726575,704478,685181,683514
misc,NotreDame-www,253373,757365,266301,266257,266257,267705,267682,267657,273847,273847,273847,269130,268929,268800,294386,294386,294386,295152,294599,287737,279856,279856,279856,279856,279856,279593,266746,264980,264352
misc,ns3Da,20414,830196,38548,38548,38548,35491,35480,35468,98666,98664,98664,98642,96527,96527,279597,277102,277102,279774,277770,277574,33895,33895,33895,33897,33897,33897,33897,33792,33792
misc,nsct,60566,697738,81470,81397,81397,91812,78806,78682,80193,80193,80193,80019,79931,79928,143557,135985,135985,140696,137378,137268,74317,74317,74317,74317,74317,74317,74315,74222,74143
misc,nsir,14510,154939,22136,22136,22136,22209,22208,22205,22728,22728,22728,22520,22491,22468,52126,52126,52126,52905,52847,52743,21676,21676,21676,21676,21676,21676,21416,21266,21265
misc,nug08-3rd,49584,148416,87329,87329,87329,87909,87837,87835,92219,92219,92219,92215,92213,92213,109338,109338,109338,108712,108712,108712,100036,100036,100036,100036,100036,100036,85657,82508,77637
misc,nw14,123482,904910,127353,127353,127353,178083,127348,127348,125431,125431,125431,125431,125431,125431,125423,125423,125423,125423,125423,125423,394546,394546,394546,394546,394546,394546,125418,125417,125417
misc,obstclae,39996,78804,42845,42845,42845,42843,42843,42843,42940,42940,42940,42939,42939,42939,51435,51435,51435,51435,51435,51435,42831,42831,42831,42831,42831,42831,42666,42655,42655
misc,ODLIS,2900,16377,6887,6887,6887,6697,6694,6694,7906,7906,7906,7811,7771,7768,8921,8921,8921,8932,8932,8932,6680,6680,6680,6682,6682,6682,6296,6291,6291
misc,offshore,259789,1991442,290035,290035,290035,288299,288299,288290,302011,302011,302011,301769,301769,301769,745419,739462,704052,733718,729580,728765,300815,300815,300815,300815,300815,300815,288399,287599,286636
misc,oilpan,73752,1761718,83664,83664,83664,84242,84236,84204,87325,87325,87325,87318,87318,87318,109092,109092,109092,108966,108966,108966,84287,84287,84287,84287,84287,84287,83608,83349,83300
misc,olafu,16146,499505,22569,22569,22569,22838,22809,22809,24079,24079,24079,24022,24022,24022,56114,55387,55387,58098,58088,58088,23498,23498,23498,23498,23498,23498,22372,22320,22320
misc,olesnik0,88263,341593,94199,94199,94199,94136,94136,94136,94203,94203,94203,94184,94184,94184,125169,125169,125169,126204,126204,126204,97561,97561,97561,97535,97535,97535,93924,93610,93528
misc,olm5000,5000,9997,5126,5126,5126,5126,5126,5126,5126,5126,5126,5126,5126,5126,5116,5116,5116,5116,5116,5116,5184,5184,5184,5184,5184,5184,5116,5116,5116
misc,onera-dual,85567,166817,94112,94112,94112,94111,94111,94111,94077,94077,94077,94076,94076,94076,118834,118834,118834,118966,118965,118965,95408,95408,95408,95408,95408,95408,93778,93461,93330
misc,onetone1,36057,319665,59886,59886,59886,58784,58762,58751,52386,52386,52386,52539,51815,51725,64268,64268,64268,64169,64076,63997,51435,51435,51435,51435,51435,51435,51426,51335,51335
misc,onetone2,36057,206205,44688,44688,44688,44469,44465,44465,45696,45696,45696,44755,44706,44705,48106,48106,48106,46291,45659,45659,42910,42910,42910,42910,42910,42910,42593,42423,42423
misc,OPF-10000,43887,211912,45117,45117,45117,45095,45095,45095,45007,45007,45007,44989,44989,44989,48811,48811,48811,48630,46952,46952,45826,45826,45826,45824,45824,45824,44945,44941,44941
misc,OPF-3754,15435,71419,16171,16171,16171,16184,16184,16184,16183,16183,16183,16166,16166,16166,17010,17010,17010,16993,16993,16993,16632,16632,16632,16632,16632,16632,16150,16150,16150
misc,OPF-6000,29902,136258,31048,31048,31048,31044,31044,31044,31019,31019,31019,31009,31009,31009,32779,32779,32779,32653,32650,32650,31810,31810,31810,31804,31804,31804,30963,30963,30956
misc,opsahl-openflights,2939,15677,5126,5126,5126,5020,5020,5020,5419,5419,5419,5365,5363,5363,6471,6471,6471,7074,6902,6902,5026,5026,5026,5013,5013,5013,4856,4856,4856
misc,opsahl-ucsocial,1899,13838,6448,6448,6448,6280,6278,6278,6976,6976,6976,6987,6960,6960,8800,8800,8800,9050,9050,9050,6069,6069,6069,6069,6069,6069,5793,5793,5793
misc,opsahl-usairport,1574,17215,4602,4602,4602,4579,4579,4579,4981,4981,4981,5042,5035,5035,6790,6790,6790,6864,6845,6845,4426,4426,4426,4426,4426,4426,4207,4206,4206
misc,opt1,15449,957603,28338,28338,28338,28375,28368,28368,27547,27547,27547,27235,27211,27198,63225,63225,63225,62917,60631,60631,26063,26063,26063,26045,26045,26045,26028,25925,25925
misc,orani678,2529,86768,12329,12329,12329,14076,14063,14048,8877,8877,8877,8835,8835,8831,14809,14809,14809,14755,14755,14755,9500,9500,9500,9500,9500,9500,8540,8495,8495
misc,Oregon-1,11174,23409,13430,13430,13430,13399,13398,13398,14116,14116,14116,14084,14084,14077,13622,13622,13622,13594,13594,13594,15488,15488,15488,15488,15488,15488,13097,12960,12935
misc,Oregon-2,11461,32730,14639,14639,14639,14560,14557,14557,15746,15746,15746,15857,15817,15817,16546,16546,16546,16525,16525,16525,16504,16504,16504,16453,16453,16453,14155,13968,13941
misc,orsreg-1,2205,5964,3553,3553,3553,3545,3545,3545,3560,3560,3560,3557,3557,3557,5137,5137,5137,5136,5136,5136,3420,3420,3420,3420,3420,3420,3358,3358,3358
misc,p010,29180,118000,39240,39240,39240,40763,40750,40746,34218,34218,34218,34208,34208,34207,34960,34960,34960,34954,34954,34954,37948,37948,37948,37926,37926,37926,33996,33898,33881
misc,p05,14680,59045,20774,20774,20774,21126,21124,21120,18411,18411,18411,18402,18400,18400,20153,20153,20153,20133,20133,20133,20633,20633,20633,20608,20608,20608,18225,18167,18147
misc,p2p-Gnutella04,10876,39994,30416,30416,30416,30318,30317,30317,29549,29549,29549,29525,29525,29525,35939,35939,35939,36735,36707,36707,28841,28841,28841,28841,28841,28841,28157,26528,25730
misc,p2p-Gnutella05,,31839,24172,24172,24172,24117,24116,24116,23745,23745,23745,23750,23750,23750,28709,28709,28709,29237,29237,29237,23039,23039,23039,23039,23039,23039,22321,21032,20669
misc,p2p-Gnutella06,8717,31525,23846,23846,23846,23741,23741,23741,23495,23495,23495,23464,23464,23464,27793,27793,27793,29260,29238,29238,22773,22773,22773,22773,22773,22773,21978,20720,20071
misc,p2p-Gnutella08,6301,20777,15328,15328,15328,15288,15288,15288,15182,15182,15182,15164,15164,15164,17779,17779,17779,18445,18445,18445,14680,14680,14680,14680,14680,14680,13946,13296,13146
misc,p2p-Gnutella09,8114,26013,19551,19551,19551,19547,19547,19547,19150,19150,19150,19123,19123,19123,22343,22343,22343,22480,22386,22386,18676,18676,18676,18676,18676,18676,17908,17002,16612
misc,p2p-Gnutella24,26518,65369,55099,55099,55099,55036,55034,55034,53641,53641,53641,53643,53641,53641,60818,60818,60818,61507,61252,61166,53008,53008,53008,53008,53008,53008,52728,51119,48588
misc,p2p-Gnutella25,22687,54705,45752,45752,45752,45694,45694,45694,44937,44937,44937,44908,44907,44907,50636,50636,50636,51001,50973,50973,44425,44425,44425,44425,44425,44425,44039,42539,40451
misc,p2p-Gnutella30,36682,88328,72260,72260,72260,72133,72133,72133,70951,70951,70951,70939,70938,70938,79794,79794,79794,80876,80854,80779,70384,70384,70384,70380,70380,70380,69719,68704,65877
misc,p2p-Gnutella31,62586,147892,123100,123100,123100,122927,122918,122917,118862,118862,118862,118885,118865,118864,136564,136536,136536,139277,139272,139063,118322,118322,118322,118322,118322,118322,117747,116225,112843
misc,p6000,10042,19826,10314,10314,10314,10305,10305,10305,10169,10169,10169,10169,10169,10169,10158,10158,10158,10158,10158,10158,15759,15759,15759,15759,15759,15759,10158,10158,10158
misc,para-10,12145,37198,12857,12857,12857,12816,12816,12816,20056,20056,20056,15811,15811,15811,14204,14204,14204,13833,13833,13833,13025,13025,13025,13024,13024,13024,12761,12735,12704
misc,para-4,82857,544490,93101,93101,93101,91124,91121,91120,99698,99698,99698,99359,99306,99295,118315,116311,116311,116405,115984,115984,94621,94621,94621,94542,94542,94542,91031,90652,90972
misc,para-5,12045,36603,12747,12747,12747,12644,12644,12644,19257,19257,19257,15378,15378,15378,14229,14229,14229,13876,13876,13876,12933,12933,12933,12933,12933,12933,12608,12591,12591
misc,para-6,12028,36507,12729,12729,12729,12657,12657,12657,19276,19276,19276,15788,15788,15788,14205,14205,14205,13839,13839,13839,12961,12961,12961,12883,12883,12883,12652,12621,12612
misc,para-7,12025,36491,12732,12732,12732,12685,12685,12685,19226,19226,19226,16053,16053,16053,14122,14122,14122,13781,13781,13781,12969,12969,12969,12960,12960,12960,12615,12593,12591
misc,para-8,12186,37483,12940,12940,12940,12884,12884,12884,19759,19759,19759,16988,16988,16988,14383,14383,14383,14042,14042,14042,13145,13145,13145,13144,13144,13144,12832,12795,12778
misc,para-9,12140,37165,12802,12802,12802,12763,12763,12763,19877,19877,19877,16918,16918,16918,14304,14304,14304,14055,14055,14055,13125,13125,13125,13125,13125,13125,12704,12667,12662
misc,parabolic-fem,525825,1574400,537332,537332,537332,537260,537260,537260,537707,537707,537707,537696,537696,537696,748779,701399,701399,731479,728976,718254,538479,538479,538479,538479,538479,538479,537295,536477,536300
misc,patents-main,240547,560943,287724,287724,287724,287239,287229,287192,288041,288041,288041,288006,287994,287944,477319,460322,441174,477065,444213,439808,306559,306559,306559,306555,306555,306555,287430,285736,283313
misc,pcb1000,4385,20463,6408,6408,6408,6192,6192,6192,6557,6557,6557,6403,6403,6403,8407,8407,8407,8733,8726,8726,5984,5984,5984,5984,5984,5984,5771,5771,5771
misc,pcb3000,11692,57479,14892,14892,14892,14411,14386,14386,14896,14896,14896,14479,14462,14462,23065,23065,23065,24025,24021,23978,14329,14329,14329,14329,14329,14329,14191,14097,14097
misc,pcrystk02,13965,477309,24424,24424,24424,25994,25991,25987,30749,30749,30749,30530,30517,30502,38987,38987,38987,39500,39500,39500,24946,24946,24946,24942,24942,24942,24299,23948,23948
misc,pcrystk03,24696,863241,39026,39026,39026,41663,41663,41657,48499,48499,48499,48327,48320,48320,57861,57861,57861,58011,58011,58011,41879,41879,41879,41879,41879,41879,39411,38318,38306
misc,pct20stif,52329,1323067,63515,63515,63515,63671,63648,63626,64148,64148,64148,64154,64148,64139,135625,135625,135625,139352,137431,136430,66273,66273,66273,66273,66177,66177,63266,63004,62958
misc,Pd,5447,4955,5531,5531,5531,5530,5530,5530,5572,5572,5572,5561,5561,5561,5767,5767,5767,5738,5738,5738,5609,5609,5609,5609,5609,5609,5525,5525,5525
misc,pdb1HYS,36417,2154174,56177,56177,56177,56517,56516,56507,55023,55023,55023,54917,54917,54917,332083,300592,300592,336487,315382,315313,56258,56258,56258,56257,56257,56257,54861,54509,54354
misc,pde2961,2961,5812,3705,3705,3705,3702,3702,3702,3739,3739,3739,3738,3738,3738,5457,5457,5457,5590,5590,5590,3681,3681,3681,3681,3681,3681,3620,3620,3620
misc,pds10,16558,66550,24676,24676,24676,24626,24625,24625,24377,24377,24377,24369,24368,24368,33049,33049,33049,33021,33021,33021,26984,26984,26984,26925,26925,26925,24034,23901,23850
misc,pds-100,670593,1096002,708520,708520,708520,708472,708469,708462,702373,702373,702373,702372,702372,702372,868507,861441,861441,863750,859956,859956,779039,779039,779039,779039,779039,779039,702372,702188,701943
misc,pds-30,208277,340635,225506,225506,225506,225472,225472,225472,224862,224862,224862,224834,224834,224834,270555,270555,270555,269560,269383,269383,247436,247436,247436,247436,247436,247436,224767,224544,224335
misc,pds-40,284172,466800,306783,306783,306783,306770,306753,306753,304361,304361,304361,304361,304361,304361,370719,369808,369808,370071,370071,370071,336265,336265,336265,336243,336196,336196,304310,304014,303664
misc,pds-50,358651,590833,384910,384910,384910,384908,384907,384903,381931,381931,381931,381930,381930,381930,467435,465774,465774,466427,466427,466427,423270,423270,423270,423242,423242,423242,381905,381664,381307
misc,pds-60,435625,719557,465954,465954,465954,465951,465946,465943,461161,461161,461161,461161,461161,461161,567998,564131,564131,563964,563352,563352,512472,512472,512472,512423,512423,512423,461139,460898,460645
misc,pds-70,504722,833465,538202,538202,538202,538212,538212,538206,532684,532684,532684,532683,532683,532683,658373,653276,653276,652260,652260,652260,592666,592666,592666,592526,592522,592522,532659,532458,532220
misc,pds-80,563534,927826,598974,598974,598974,598978,598978,598972,592985,592985,592985,592985,592985,592985,740861,735411,735411,740070,735075,735075,655200,655200,655200,655189,655189,654937,592985,592754,592496
misc,pds-90,618044,1014136,655627,655627,655627,655543,655543,655542,649029,649029,649029,649029,649029,649029,806777,802141,802141,806428,801848,801848,714495,714495,714495,714460,714460,714460,649029,648823,648519
misc,pesa,11738,33914,13015,13015,13015,12991,12991,12991,13055,13055,13055,13055,13055,13055,17728,17728,17728,17990,17990,17990,13066,13066,13066,13066,13066,13066,12917,12917,12917
misc,petster-carnivore,623748,15695166,2842727,1735451,1337943,2875115,1812513,1312068,1837343,1656994,1580717,1939943,1635696,1588264,2028428,2028069,2026229,2028110,2027972,2027927,1249839,1249839,1249839,1249842,1249839,1249839,1249865,1249797,1247541
misc,petster-friendships-cat,149684,5448197,1121688,396971,384906,1128758,452752,390101,495547,467897,458725,531181,463965,460078,506542,506542,506542,506479,506418,506384,371499,371499,371499,371499,371499,371499,371508,371425,337818
misc,petster-friendships-dog,426816,8543549,2199117,1076562,1056968,2241863,1203360,1050997,1684870,1524670,1473562,1827055,1513136,1474803,1687567,1687567,1687567,1687400,1687342,1687309,1060532,1060532,1060532,1060532,1060532,1060532,1060558,1041053,1002593
misc,pf2177,19636,30984,25932,25932,25932,25905,25905,25905,22644,22644,22644,22638,22638,22638,26330,26330,26330,26330,26330,26330,25874,25874,25874,25874,25874,25874,22330,22156,22097
misc,pfinan512,74752,261120,79296,79296,79296,79205,79205,79205,78992,78992,78992,78965,78965,78965,114521,114521,114521,114832,114832,114832,89094,89094,89094,89094,89094,89094,78776,78528,78522
misc,pgp2,17288,22474,17555,17555,17555,17555,17555,17555,17568,17568,17568,17552,17552,17552,17568,17568,17568,17564,17564,17564,19610,19610,19610,19610,19610,19610,17544,17544,17544
