Family,Instance Name,METIS,,,,,,,,,SPAC,,,,,,,,,SHEEP,,,,,,,,,NE,,,,,,,,
,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,
,,Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s)
misc,c-22,5104,5104,5104,5077,5077,5077,5066,5066,5066,5056,5056,5056,5046,5046,5046,5043,5043,5043,6069,6069,6069,6009,6009,6009,5971,5971,5971,5350,5350,5350,5351,5351,5351,5350,5350,5350
misc,c-23,5045,5045,5045,5207,5207,5207,5036,5036,5036,4892,4892,4892,4893,4893,4893,4894,4894,4894,5096,5096,5096,5093,5093,5093,5085,5085,5085,5242,5242,5242,5242,5242,5242,5242,5242,5242
misc,c-24,5801,5801,5801,5745,5745,5745,5724,5724,5724,5688,5688,5688,5693,5693,5693,5668,5668,5668,6804,6804,6804,6714,6714,6714,6725,6725,6725,5685,5685,5685,5686,5686,5686,5685,5685,5685
misc,c-25,6219,6219,6219,6294,6294,6294,6167,6167,6167,6254,6254,6254,6271,6271,6271,6219,6219,6219,8818,8818,8818,9059,9056,9056,9290,9290,9290,6025,6025,6025,6028,6028,6028,6018,6018,6018
misc,c-26,5799,5799,5799,5734,5734,5734,5730,5730,5730,5627,5627,5627,5626,5626,5626,5599,5599,5599,6115,6115,6115,6141,6141,6141,6073,6073,6073,5848,5848,5848,5848,5848,5848,5848,5848,5848
misc,c-27,5573,5573,5573,5531,5531,5531,5558,5558,5558,5776,5776,5776,5775,5775,5775,5745,5745,5745,6823,6823,6823,6843,6843,6843,6735,6735,6735,6106,6106,6106,6108,6108,6108,6106,6106,6106
misc,c-28,5628,5628,5628,5621,5621,5621,5606,5606,5606,5793,5793,5793,5794,5794,5794,5789,5789,5789,6914,6914,6914,7299,7299,7299,7039,7039,7039,5888,5888,5888,5885,5885,5885,5889,5889,5889
misc,c-29,6779,6779,6779,6684,6684,6684,6667,6667,6667,6622,6622,6622,6611,6611,6611,6598,6598,6598,7614,7614,7614,7815,7815,7815,7381,7381,7381,7045,7045,7045,7040,7040,7040,7044,7044,7044
misc,c-30,8374,8374,8374,8588,8576,8576,8121,8121,8121,6801,6801,6801,6799,6799,6799,6800,6800,6800,6586,6586,6586,6586,6586,6586,6555,6555,6555,9146,9146,9146,9146,9146,9146,9146,9146,9146
misc,c-31,8645,8645,8645,8735,8730,8730,8474,8474,8474,7899,7899,7899,7896,7896,7896,7854,7854,7854,9485,9485,9485,9554,9469,9469,9350,9350,9350,8057,8057,8057,8057,8057,8057,8057,8057,8057
misc,c-32,8601,8601,8601,8622,8622,8622,8553,8553,8553,7630,7630,7630,7623,7623,7623,7625,7625,7625,6942,6942,6942,6940,6940,6940,6932,6932,6932,9534,9534,9534,9534,9534,9534,9534,9534,9534
misc,c-33,9324,9324,9324,9244,9224,9224,9018,9018,9018,8804,8804,8804,8820,8819,8819,8757,8757,8757,10207,10207,10207,10148,10148,10148,10153,10153,10153,8746,8746,8746,8761,8761,8761,8741,8741,8741
misc,c-34,8637,8637,8637,8664,8664,8664,8578,8578,8578,8668,8668,8668,8664,8664,8664,8637,8637,8637,11224,11224,11224,10908,10900,10900,11087,11087,11087,8537,8537,8537,8544,8544,8544,8507,8507,8507
misc,c-35,8240,8240,8240,8198,8198,8198,8127,8127,8127,8431,8431,8431,8448,8448,8448,8375,8375,8375,12346,12346,12346,12312,12312,12312,12243,12243,12243,9121,9121,9121,9121,9121,9121,9128,9128,9128
misc,c-36,10987,10987,10987,10698,10685,10685,10516,10516,10516,9922,9922,9922,9937,9937,9937,9885,9885,9885,11287,11287,11287,11359,11359,11359,11090,11090,11090,10388,10388,10388,10388,10388,10388,10388,10388,10388
misc,c-37,10940,10940,10940,10720,10720,10720,10786,10786,10786,10976,10976,10976,10968,10968,10968,10899,10899,10899,14070,14070,14070,14079,14079,14079,13880,13880,13880,11043,11043,11043,11043,11043,11043,11033,11033,11033
misc,c-38,10120,10120,10120,10083,10083,10083,10081,10081,10081,10636,10636,10636,10637,10637,10637,10532,10532,10532,12493,12493,12493,12154,12148,12148,12328,12328,12328,10419,10419,10419,10414,10414,10414,10453,10453,10453
misc,c-39,13663,13663,13663,13804,13801,13801,13426,13426,13426,13396,13396,13396,13419,13419,13419,13228,13228,13228,16719,16719,16719,16692,16680,16680,16340,16340,16340,15337,15337,15337,15337,15337,15337,15330,15330,15330
misc,c-40,13422,13422,13422,13278,13181,13181,13032,13032,13032,12596,12596,12596,12588,12587,12587,12584,12584,12584,12692,12692,12692,12753,12753,12753,12824,12824,12824,13808,13808,13808,13679,13679,13679,13688,13688,13688
misc,c-41,11967,11967,11967,11962,11962,11962,11848,11848,11848,12291,12291,12291,12279,12279,12279,12144,12144,12144,17078,17078,17078,17355,17208,17208,15630,15630,15630,13296,13296,13296,13298,13298,13298,13279,13279,13279
misc,c-42,13742,13742,13742,13653,13648,13648,13442,13442,13442,12926,12926,12926,12938,12907,12907,12832,12832,12832,15478,15478,15478,15578,15566,15566,15418,15418,15418,13930,13930,13930,13932,13932,13932,13931,13931,13931
misc,c-43,15396,15396,15396,15416,15385,15376,15011,15011,15011,13579,13579,13579,13583,13581,13580,13530,13530,13530,14650,14650,14650,14780,14725,14725,14654,14654,14654,16819,16819,16819,16816,16816,16816,16816,16816,16816
misc,c-44,13387,13387,13387,13283,13283,13283,13184,13184,13184,13797,13797,13797,13790,13788,13788,13715,13715,13715,17913,17913,17913,19073,19073,19073,18045,18045,18045,14075,14075,14075,14078,14078,14078,14059,14059,14059
misc,c-45,18627,18627,18627,18568,18371,18371,17336,17336,17336,15043,15043,15043,15038,15038,15038,15008,15008,15008,14883,14883,14883,14895,14895,14895,14814,14814,14814,20148,20148,20148,20145,20145,20145,20150,20150,20150
misc,c-46,20079,20079,20079,19866,19821,19811,19408,19408,19408,18715,18715,18715,18713,18712,18712,18609,18609,18609,21013,21013,21013,21003,20960,20960,20981,20981,20981,19081,19081,19081,19081,19081,19081,19081,19081,19081
misc,c-47,23591,23591,23591,23512,23469,23442,22867,22867,22867,22615,22615,22615,22637,22615,22578,22340,22340,22340,29306,29306,29306,29254,29208,28959,28321,28321,28321,21157,21157,21157,21157,21157,21157,21214,21214,21214
misc,c-48,22476,22476,22476,21890,21889,21889,21831,21831,21831,22624,22624,22624,22638,22627,22614,22367,22367,22367,26509,26509,26509,26408,26383,26383,26285,26285,26285,22828,22828,22828,22828,22828,22828,22842,22842,22842
misc,c-49,23918,23918,23918,23886,23886,23886,23717,23717,23717,24135,24135,24135,24093,24087,24080,24035,24035,24035,31529,31529,31529,31440,31434,31434,30846,30846,30846,25030,25030,25030,25030,25030,25030,25030,25030,25030
misc,c-50,25983,25983,25983,25844,25844,25844,25449,25449,25449,25698,25698,25698,25738,25735,25728,25546,25546,25546,32935,32935,32935,34461,33349,33348,33667,33667,33667,28188,28188,28188,28154,28154,28154,28189,28189,28189
misc,c-51,27837,27837,27837,27571,27569,27569,27630,27630,27630,28502,28502,28502,28516,28509,28500,28167,28167,28167,39128,39128,39128,40085,40082,40082,38546,38546,38546,29018,29018,29018,29021,29021,29021,29022,29022,29022
misc,c-52,27054,27054,27054,27044,27044,27044,26818,26818,26818,27424,27424,27424,27420,27415,27406,27220,27220,27220,35144,35144,35144,35437,35373,35373,34660,34660,34660,28672,28672,28672,28674,28674,28674,28657,28657,28657
misc,c-53,39769,39769,39769,39203,39142,39018,37823,37823,37823,34488,34488,34488,34502,34502,34502,34410,34410,34410,40652,40652,40652,41172,41151,40738,39719,39719,39719,36352,36352,36352,36412,36359,36359,36531,36531,36531
misc,c-54,37171,37171,37171,37209,37206,37193,36652,36652,36652,35991,35991,35991,35974,35974,35974,35854,35854,35854,47061,47061,47061,49079,46871,46775,45236,45236,45236,38663,38663,38663,38663,38663,38663,38663,38663,38663
misc,c-55,43695,43695,43695,43143,43128,43125,42304,42304,42304,47700,47700,47700,47780,47748,47682,46085,46085,46085,79500,79500,79500,81100,80010,80010,73327,73327,73327,46085,46085,46085,46085,46085,46085,46080,46080,46080
misc,c-56,43785,43785,43785,43196,43125,43088,42520,42520,42520,42082,42082,42082,42056,42055,42054,41941,41941,41941,52384,52384,52384,54546,52666,51950,51440,51440,51440,44079,44079,44079,44079,44079,44079,44079,44079,44079
misc,c-57,47941,47941,47941,48498,48443,48319,46365,46365,46365,42354,42354,42354,42344,42340,42340,42311,42311,42311,46880,46880,46880,46876,46871,46871,46878,46878,46878,47271,47271,47271,47272,47271,47271,47166,47166,47166
misc,c-58,48476,48476,48476,49165,49155,49151,47957,47957,47957,49049,49049,49049,49236,49221,49109,48107,48107,48107,58766,58766,58766,58765,58720,58715,58409,58409,58409,46331,46331,46331,46433,46400,46400,46331,46331,46331
misc,c-59,52815,52815,52815,52068,52060,52047,51077,51077,51077,56145,56145,56145,56236,56233,56181,54934,54934,54934,84711,84711,84711,88006,87517,87517,84425,84425,84425,57701,57701,57701,57702,57702,57702,57675,57675,57675
misc,c-60,48974,48974,48974,48840,48840,48840,48530,48530,48530,49235,49235,49235,49297,49275,49274,48759,48759,48759,57586,57586,57586,60509,60415,60410,58447,58447,58447,51609,51609,51609,51613,51613,51613,51624,51624,51624
misc,c-61,48371,48371,48371,48290,48282,48279,47978,47978,47978,48489,48489,48489,48559,48539,48519,48114,48114,48114,63379,63379,63379,64791,63756,63756,61717,61717,61717,51087,51087,51087,51087,51087,51087,50943,50943,50943
misc,c-62,55579,55579,55579,54643,54635,54614,54460,54460,54460,62215,62215,62215,62295,62282,62184,69310,60367,60367,105221,105221,105221,109254,108929,107257,104191,104191,104191,57662,57662,57662,57658,57658,57658,57631,57631,57631
misc,c-62ghs,55579,55579,55579,54643,54635,54614,54460,54460,54460,62215,62215,62215,62295,62282,62184,69310,60367,60367,105221,105221,105221,109254,108929,107257,104191,104191,104191,57764,57764,57764,57689,57689,57689,57751,57751,57751
misc,c-63,52426,52426,52426,52202,52200,52198,51748,51748,51748,53207,53207,53207,53297,53271,53256,52558,52558,52558,77195,77195,77195,81518,78633,78597,71849,71849,71849,54825,54825,54825,54826,54826,54826,54840,54840,54840
misc,c-64,66987,66987,66987,67659,67518,67442,147118,63788,63788,57586,57586,57586,57588,57588,57576,57598,57598,57598,59455,59455,59455,60397,60332,60320,60257,60257,60257,67709,67709,67709,67720,67720,67720,66533,66533,66533
misc,c-64b,66987,66987,66987,67659,67518,67442,147118,63788,63788,57586,57586,57586,57588,57588,57576,57598,57598,57598,59455,59455,59455,60397,60332,60320,60257,60257,60257,62949,62949,62949,62941,62941,62941,62895,62895,62895
misc,c-65,52841,52841,52841,52486,52486,52484,52283,52283,52283,52412,52412,52412,52419,52419,52419,52160,52160,52160,70642,70642,70642,71333,70934,70934,70268,70268,70268,55599,55599,55599,55599,55599,55599,55529,55529,55529
misc,c-66,56246,56246,56246,55588,55583,55577,55629,55629,55629,55776,55776,55776,55813,55813,55799,55445,55445,55445,73042,73042,73042,73573,73278,73278,72310,72310,72310,61134,61134,61134,61129,61123,61123,61098,61098,61098
misc,c-66b,56246,56246,56246,55588,55583,55577,55629,55629,55629,55776,55776,55776,55813,55813,55799,55445,55445,55445,73042,73042,73042,73573,73278,73278,72310,72310,72310,61448,61448,61448,61448,61448,61448,61506,61506,61506
misc,c-67,68040,68040,68040,66625,66608,66507,65715,65715,65715,61576,61576,61576,61552,61552,61551,61563,61563,61563,62456,62456,62456,63345,62476,62319,62399,62399,62399,67524,67524,67524,67524,67524,67524,67491,67491,67491
misc,c-67b,68040,68040,68040,66625,66608,66507,65715,65715,65715,61576,61576,61576,61552,61552,61551,61563,61563,61563,62456,62456,62456,63345,62468,62319,62399,62399,62399,71051,71051,71051,71034,71034,71034,71021,71021,71021
misc,c-68,77747,77747,77747,77514,77498,77495,94850,76337,76337,80559,80559,80559,80687,80654,80615,85789,79308,79308,107952,107952,107952,114199,101952,101797,102502,102502,102502,82074,82074,82074,82066,82066,82066,82059,82059,82059
misc,c-69,77222,77222,77222,76781,76778,76777,92559,76360,76360,78324,78324,78324,78286,78285,78254,77743,77743,77743,105027,105027,105027,110535,109511,109499,103034,103034,103034,81439,81439,81439,81435,81435,81435,81439,81439,81439
misc,c-70,79209,79209,79209,79024,79019,79007,94889,78320,78320,79542,79542,79542,79530,79524,79485,78862,78862,78862,104665,104665,104665,107411,107316,107210,108345,102040,102040,84074,84074,84074,84074,84074,84074,84068,84068,84068
misc,c-71,95021,95021,95021,94506,94493,94470,124803,92912,92912,100536,100536,100536,100715,100694,100627,111490,97467,97467,172245,172245,172245,175658,175192,175171,166193,166193,166193,101481,101481,101481,101481,101481,101481,101355,101355,101355
misc,c-72,94272,94272,94272,93814,93809,93806,108289,93315,93315,94394,94394,94394,94385,94371,94347,98972,93478,93478,118512,118512,118512,125560,122845,122845,113033,113033,113033,96210,96210,96210,96190,96190,96184,96200,96200,96200
misc,c-73,200420,200420,200420,201960,201895,201895,270161,197113,197113,181252,181252,181252,181269,181224,181224,181259,181259,181259,189250,189250,189250,189342,189300,189300,187494,187494,187494,182040,182040,182040,182052,181985,181985,182033,182033,182033
misc,c-73b,200420,200420,200420,201960,201895,201895,270161,197113,197113,181252,181252,181252,181269,181224,181224,181259,181259,181259,189250,189250,189250,189342,189300,189300,187494,187494,187494,181489,181489,181489,181506,181494,181484,181483,181483,181483
misc,ca-actor-collaboration,601672,192292,192292,601668,601668,192603,601672,601672,185254,320017,257497,257497,320017,257785,257105,320017,320017,255269,412976,412500,412500,412070,411889,411762,412976,412374,412374,156014,156014,156014,156014,155966,155966,156014,156014,156014
misc,ca-AstroPh,37149,37149,37149,34968,34942,34913,35648,35648,35648,58085,58085,58085,60269,60268,60110,79255,52508,52508,81358,81358,81358,80824,80606,80606,81165,81165,81165,36058,36058,36058,36058,36058,36058,36058,36058,36058
misc,ca-cit-HepPh,447532,118812,118812,447540,447540,130340,447532,119816,119816,244647,210340,210340,244647,211374,211264,244647,244647,205710,399806,399806,399806,399891,399720,399638,399869,399869,399869,101577,101577,101577,101577,101577,101577,101561,101561,101561
misc,ca-cit-HepTh,408305,104146,104146,408305,408305,118488,408305,104967,104967,190899,164192,164192,190899,162149,162113,190899,160314,160314,269861,269861,269861,269825,269701,269593,269808,269808,269808,83707,83707,83707,83707,83707,83707,83698,83698,83698
misc,ca-CondMat,32081,32081,32081,31714,31701,31701,31676,31676,31676,34774,34774,34774,34403,34255,34165,33226,33226,33226,45088,45088,45088,45510,45485,45485,41779,41779,41779,32718,32718,32718,32718,32718,32718,32718,32718,32718
misc,cage10,19835,19835,19835,19734,19734,19734,19473,19473,19473,20332,20332,20332,20398,20395,20395,20123,20123,20123,28087,28087,28087,28091,28090,28090,27957,27957,27957,18817,18817,18817,18817,18817,18817,18817,18817,18817
misc,cage11,60951,60951,60951,60154,60131,60127,77619,59530,59530,62702,62702,62702,62650,62634,62628,61692,61692,61692,108779,108779,108779,110220,110219,110219,110443,110443,110443,58012,58012,58012,58012,58012,58012,58012,58012,58012
misc,cage12,197292,197292,197292,195157,195150,195080,253501,253501,191671,199071,199071,199071,199876,199876,199829,216009,216009,195674,390298,390298,390298,386944,386937,386937,410700,387215,387215,189796,189796,189796,189796,189796,189796,189796,189796,189796
misc,cage13,259786,259786,259786,260816,260134,260055,354268,354268,253010,653437,454399,454399,653736,495380,494581,653437,653437,389646,559997,499330,499330,558920,548486,525260,559997,559997,450537,266593,266593,266593,266579,266579,266579,266593,265202,265202
misc,cage9,6737,6737,6737,6626,6626,6626,6641,6641,6641,6778,6778,6778,6797,6797,6797,6747,6747,6747,7980,7980,7980,7903,7903,7903,7742,7742,7742,6122,6122,6122,6122,6122,6122,6122,6122,6122
misc,CAG-mat1916,11533,11533,11533,15168,14134,14134,11951,11951,11951,13729,13729,13729,14382,14382,14382,13413,13413,13413,27775,27775,27775,26327,26303,26303,28156,28156,28156,9590,9590,9590,9590,9590,9590,9590,9590,9590
misc,ca-GrQc,6500,6500,6500,6532,6532,6532,6541,6541,6541,6660,6660,6660,6647,6647,6647,6642,6642,6642,7210,7210,7210,7713,7713,7713,7136,7136,7136,6608,6608,6608,6603,6603,6603,6608,6608,6608
misc,ca-HepPh,20665,20665,20665,20711,20704,20698,20674,20674,20674,27092,27092,27092,27507,27463,27368,26289,26289,26289,29774,29774,29774,29151,29082,29082,29189,29189,29189,19669,19669,19669,19669,19669,19669,19669,19669,19669
misc,ca-HepTh,13349,13349,13349,13313,13313,13313,13308,13308,13308,13879,13879,13879,13854,13854,13854,13749,13749,13749,16247,16247,16247,17080,17080,17080,14948,14948,14948,13646,13646,13646,13646,13646,13646,13646,13646,13646
misc,caidaRouterLevel,223338,223338,223338,222353,222346,222326,250100,222092,222092,230512,230512,230512,229301,229295,229236,252802,227789,227789,322942,322942,322942,333258,332933,331402,334102,289285,289285,236289,236289,236289,236288,236288,236288,236311,235511,235511
misc,cant,80988,80988,80988,83753,83753,83732,104682,80668,80668,81771,81771,81771,82067,81771,81771,81753,81753,81753,205173,201144,201144,204857,204824,204824,205173,201112,201112,91775,91775,91775,91775,91775,91775,91731,91731,91731
misc,ca-opsahl-collaboration,37070,37070,37070,37036,37021,37021,36517,36517,36517,36468,36468,36468,36464,36461,36461,35871,35871,35871,43948,43948,43948,43443,43420,43420,38751,38751,38751,39140,39140,39140,39140,39140,39140,39128,39128,39128
misc,car4,52114,52114,52114,52576,52576,52576,52139,52139,52139,52134,52134,52134,52095,52095,52095,52090,52090,52090,69832,58916,58916,54045,54045,54045,55413,55413,55413,51975,51975,51975,51975,51975,51975,51975,51975,51975
misc,cari,12515,12515,12515,17926,16939,16939,12647,12647,12647,7481,7481,7481,7497,7497,7497,7500,7500,7500,26443,26443,26443,26404,26404,26404,19563,19563,19563,16092,16092,16092,16094,16094,16094,16092,16092,16092
misc,case39,52175,52175,52175,48898,48894,48838,50442,50442,50442,43338,43338,43338,43350,43350,43350,43067,43067,43067,71115,71115,71115,71282,71282,71282,71491,63841,63841,69641,69641,69641,69645,69645,69645,69553,69553,69553
misc,case9,16492,16492,16492,16515,16515,16515,16264,16264,16264,15347,15347,15347,15351,15351,15351,15296,15296,15296,25473,25473,25473,25529,25529,25529,24680,24680,24680,22939,22939,22939,22939,22939,22939,22821,22821,22821
misc,cat-ears-3-4,26477,26477,26477,26505,26505,26505,26371,26371,26371,24778,24778,24778,24778,24778,24778,24749,24749,24749,33376,33376,33376,33392,33392,33392,30971,30971,30971,28274,28274,28274,28274,28274,28274,28268,28268,28268
misc,cat-ears-4-4,81818,81818,81818,81864,81856,81856,84678,81188,81188,80055,80055,80055,80055,80055,80055,79851,79851,79851,107936,107936,107936,107787,107787,107787,109449,94299,94299,88985,88985,88985,88985,88985,88985,88985,88985,88985
misc,cavity05,2520,2520,2520,2833,2833,2833,2533,2533,2533,2248,2248,2248,2256,2256,2256,2249,2249,2249,2560,2560,2560,2680,2680,2680,2493,2493,2493,2456,2456,2456,2453,2453,2453,2452,2452,2452
misc,cavity06,2520,2520,2520,2833,2833,2833,2533,2533,2533,2248,2248,2248,2256,2256,2256,2249,2249,2249,2560,2560,2560,2680,2680,2680,2493,2493,2493,2466,2466,2466,2466,2466,2466,2466,2466,2466
misc,cavity07,2520,2520,2520,2833,2833,2833,2533,2533,2533,2248,2248,2248,2256,2256,2256,2249,2249,2249,2560,2560,2560,2680,2680,2680,2493,2493,2493,2507,2507,2507,2507,2507,2507,2509,2509,2509
misc,cavity08,2520,2520,2520,2833,2833,2833,2533,2533,2533,2248,2248,2248,2256,2256,2256,2249,2249,2249,2560,2560,2560,2680,2680,2680,2493,2493,2493,2431,2431,2431,2431,2431,2431,2431,2431,2431
misc,cavity09,2520,2520,2520,2833,2833,2833,2533,2533,2533,2248,2248,2248,2256,2256,2256,2249,2249,2249,2560,2560,2560,2680,2680,2680,2493,2493,2493,2462,2462,2462,2462,2462,2462,2462,2462,2462
